year,state,geography_standardized,party,total_voters,percent
2017,oklahoma,Caddo,Democratic,7027,53.37232264924806
2017,oklahoma,Caddo,Other/Unaffiliated,1652,12.547470758013063
2017,oklahoma,Caddo,Republican,4487,34.08020659273887
2017,oklahoma,Canadian,Democratic,17834,24.20105575986213
2017,oklahoma,Canadian,Other/Unaffiliated,10806,14.663934537460477
2017,oklahoma,Canadian,Republican,45051,61.1350097026774
2017,oklahoma,Carter,Democratic,12630,44.01003554254652
2017,oklahoma,Carter,Other/Unaffiliated,4975,17.335702836434592
2017,oklahoma,Carter,Republican,11093,38.65426162101889
2017,oklahoma,Cherokee,Democratic,12451,54.66479343197085
2017,oklahoma,Cherokee,Other/Unaffiliated,3092,13.575097686262458
2017,oklahoma,Cherokee,Republican,7234,31.760108881766698
2017,oklahoma,Choctaw,Democratic,5142,63.10751104565537
2017,oklahoma,Choctaw,Other/Unaffiliated,963,11.818851251840941
2017,oklahoma,Choctaw,Republican,2043,25.07363770250368
2017,oklahoma,Cimarron,Democratic,367,23.784834737524303
2017,oklahoma,Cimarron,Other/Unaffiliated,154,9.98055735580039
2017,oklahoma,Cimarron,Republican,1022,66.23460790667531
2017,oklahoma,Cleveland,Democratic,51081,34.182297556829965
2017,oklahoma,Cleveland,Other/Unaffiliated,25898,17.330380026365624
2017,oklahoma,Cleveland,Republican,72458,48.48732241680441
2017,oklahoma,Coal,Democratic,2637,72.42515792364735
2017,oklahoma,Coal,Other/Unaffiliated,320,8.788794287283713
2017,oklahoma,Coal,Republican,684,18.786047789068938
2017,oklahoma,Comanche,Democratic,21892,42.70443196004994
2017,oklahoma,Comanche,Other/Unaffiliated,9371,18.279884519350812
2017,oklahoma,Comanche,Republican,20001,39.015683520599254
2017,oklahoma,Cotton,Democratic,1762,50.22805017103763
2017,oklahoma,Cotton,Other/Unaffiliated,337,9.606613454960092
2017,oklahoma,Cotton,Republican,1409,40.16533637400228
2017,oklahoma,Craig,Democratic,4127,54.252662021822005
2017,oklahoma,Craig,Other/Unaffiliated,859,11.292230840015776
2017,oklahoma,Craig,Republican,2621,34.45510713816222
2017,oklahoma,Creek,Democratic,11908,31.62647402528418
2017,oklahoma,Creek,Other/Unaffiliated,5109,13.569000318708168
2017,oklahoma,Creek,Republican,20635,54.804525656007655
2017,oklahoma,Custer,Democratic,5351,34.52258064516129
2017,oklahoma,Custer,Other/Unaffiliated,2501,16.135483870967743
2017,oklahoma,Custer,Republican,7648,49.34193548387097
2017,oklahoma,Delaware,Democratic,8672,40.378078875075666
2017,oklahoma,Delaware,Other/Unaffiliated,2709,12.613493504679424
2017,oklahoma,Delaware,Republican,10096,47.008427620244916
2017,oklahoma,Dewey,Democratic,889,31.380162372043767
2017,oklahoma,Dewey,Other/Unaffiliated,248,8.753971055418285
2017,oklahoma,Dewey,Republican,1696,59.86586657253794
2017,oklahoma,Ellis,Democratic,572,23.655913978494624
2017,oklahoma,Ellis,Other/Unaffiliated,264,10.918114143920596
2017,oklahoma,Ellis,Republican,1582,65.42597187758477
2017,oklahoma,Garfield,Democratic,7135,24.739944521497918
2017,oklahoma,Garfield,Other/Unaffiliated,4098,14.209431345353677
2017,oklahoma,Garfield,Republican,17607,61.0506241331484
2017,oklahoma,Garvin,Democratic,6627,44.57523373915383
2017,oklahoma,Garvin,Other/Unaffiliated,1925,12.948140176229234
2017,oklahoma,Garvin,Republican,6315,42.47662608461694
2017,oklahoma,Grady,Democratic,10030,32.62743567222927
2017,oklahoma,Grady,Other/Unaffiliated,4459,14.50505839107381
2017,oklahoma,Grady,Republican,16252,52.86750593669692
2017,oklahoma,Grant,Democratic,714,25.813449023861175
2017,oklahoma,Grant,Other/Unaffiliated,258,9.327548806941431
2017,oklahoma,Grant,Republican,1794,64.8590021691974
2017,oklahoma,Greer,Democratic,1600,60.49149338374291
2017,oklahoma,Greer,Other/Unaffiliated,302,11.417769376181475
2017,oklahoma,Greer,Republican,743,28.090737240075615
2017,oklahoma,Harmon,Democratic,867,63.84388807069219
2017,oklahoma,Harmon,Other/Unaffiliated,129,9.499263622974963
2017,oklahoma,Harmon,Republican,362,26.656848306332844
2017,oklahoma,Harper,Democratic,502,26.132222800624678
2017,oklahoma,Harper,Other/Unaffiliated,172,8.953669963560646
2017,oklahoma,Harper,Republican,1247,64.91410723581468
2017,oklahoma,Haskell,Democratic,4543,68.7916414294367
2017,oklahoma,Haskell,Other/Unaffiliated,458,6.935190793458509
2017,oklahoma,Haskell,Republican,1603,24.273167777104785
2017,oklahoma,Hughes,Democratic,3896,60.92259577795153
2017,oklahoma,Hughes,Other/Unaffiliated,734,11.477716966379985
2017,oklahoma,Hughes,Republican,1765,27.599687255668492
2017,oklahoma,Jackson,Democratic,4077,36.92600307943121
2017,oklahoma,Jackson,Other/Unaffiliated,1509,13.667240286205958
2017,oklahoma,Jackson,Republican,5455,49.40675663436283
2017,oklahoma,Jefferson,Democratic,1795,53.66218236173393
2017,oklahoma,Jefferson,Other/Unaffiliated,439,13.124065769805679
2017,oklahoma,Jefferson,Republican,1111,33.21375186846039
2017,oklahoma,Johnston,Democratic,3410,58.78296845371488
2017,oklahoma,Johnston,Other/Unaffiliated,653,11.25667988277883
2017,oklahoma,Johnston,Republican,1738,29.96035166350629
2017,oklahoma,Kay,Democratic,7029,30.255681818181817
2017,oklahoma,Kay,Other/Unaffiliated,3436,14.789944903581267
2017,oklahoma,Kay,Republican,12767,54.954373278236915
2017,oklahoma,Kingfisher,Democratic,1733,22.065189712248536
2017,oklahoma,Kingfisher,Other/Unaffiliated,647,8.237840590781767
2017,oklahoma,Kingfisher,Republican,5474,69.6969696969697
2017,oklahoma,Kiowa,Democratic,2416,51.33871653208671
2017,oklahoma,Kiowa,Other/Unaffiliated,485,10.305992350191245
2017,oklahoma,Kiowa,Republican,1805,38.355291117722054
2017,oklahoma,Latimer,Democratic,4183,70.21990935034414
2017,oklahoma,Latimer,Other/Unaffiliated,534,8.964243746852443
2017,oklahoma,Latimer,Republican,1240,20.815846902803425
2017,oklahoma,Leflore,Democratic,14247,54.38824203092193
2017,oklahoma,Leflore,Other/Unaffiliated,4062,15.506776102309603
2017,oklahoma,Leflore,Republican,7886,30.104981866768465
2017,oklahoma,Lincoln,Democratic,6213,33.43198450279811
2017,oklahoma,Lincoln,Other/Unaffiliated,2438,13.118811881188119
2017,oklahoma,Lincoln,Republican,9933,53.449203616013776
2017,oklahoma,Logan,Democratic,6710,26.34471927758147
2017,oklahoma,Logan,Other/Unaffiliated,3611,14.177463682764035
2017,oklahoma,Logan,Republican,15149,59.47781703965449
2017,oklahoma,Love,Democratic,3176,54.57044673539519
2017,oklahoma,Love,Other/Unaffiliated,941,16.168384879725085
2017,oklahoma,Love,Republican,1703,29.261168384879728
2017,oklahoma,Major,Democratic,684,16.410748560460654
2017,oklahoma,Major,Other/Unaffiliated,299,7.173704414587332
2017,oklahoma,Major,Republican,3185,76.41554702495202
2017,oklahoma,Marshall,Democratic,3760,48.310420146473085
2017,oklahoma,Marshall,Other/Unaffiliated,1117,14.351792367981497
2017,oklahoma,Marshall,Republican,2906,37.33778748554542
2017,oklahoma,Mayes,Democratic,9249,44.049149878554076
2017,oklahoma,Mayes,Other/Unaffiliated,2535,12.073153307615375
2017,oklahoma,Mayes,Republican,9213,43.877696813830546
2017,oklahoma,Mcclain,Democratic,6941,30.800976259152428
2017,oklahoma,Mcclain,Other/Unaffiliated,3057,13.565564677168847
2017,oklahoma,Mcclain,Republican,12537,55.63345906367873
2017,oklahoma,Mccurtain,Democratic,10001,66.25811580760566
2017,oklahoma,Mccurtain,Other/Unaffiliated,1398,9.261958394063868
2017,oklahoma,Mccurtain,Republican,3695,24.479925798330463
2017,oklahoma,Mcintosh,Democratic,6974,61.385441422410004
2017,oklahoma,Mcintosh,Other/Unaffiliated,1137,10.007921837866384
2017,oklahoma,Mcintosh,Republican,3250,28.60663673972362
2017,oklahoma,Murray,Democratic,4389,59.07928388746802
2017,oklahoma,Murray,Other/Unaffiliated,793,10.67438417014403
2017,oklahoma,Murray,Republican,2247,30.24633194238794
2017,oklahoma,Muskogee,Democratic,19453,54.59724950884086
2017,oklahoma,Muskogee,Other/Unaffiliated,4919,13.805781644681447
2017,oklahoma,Muskogee,Republican,11258,31.596968846477687
2017,oklahoma,Noble,Democratic,1904,31.070496083550914
2017,oklahoma,Noble,Other/Unaffiliated,611,9.970626631853786
2017,oklahoma,Noble,Republican,3613,58.9588772845953
2017,oklahoma,Nowata,Democratic,2376,41.19278779472954
2017,oklahoma,Nowata,Other/Unaffiliated,738,12.794729542302358
2017,oklahoma,Nowata,Republican,2654,46.012482662968104
2017,oklahoma,Okfuskee,Democratic,3148,55.442057062345896
2017,oklahoma,Okfuskee,Other/Unaffiliated,629,11.077844311377245
2017,oklahoma,Okfuskee,Republican,1901,33.48009862627686
2017,oklahoma,Oklahoma,Democratic,145491,37.76152446605016
2017,oklahoma,Oklahoma,Other/Unaffiliated,66695,17.310382595921503
2017,oklahoma,Oklahoma,Republican,173103,44.928092938028335
2017,oklahoma,Okmulgee,Democratic,10169,52.111304704314854
2017,oklahoma,Okmulgee,Other/Unaffiliated,2510,12.862560213180279
2017,oklahoma,Okmulgee,Republican,6835,35.026135082504865
2017,oklahoma,Osage,Democratic,11000,43.227099461626125
2017,oklahoma,Osage,Other/Unaffiliated,3207,12.602664361221361
2017,oklahoma,Osage,Republican,11240,44.17023617715251
2017,oklahoma,Ottawa,Democratic,7590,47.835129514085835
2017,oklahoma,Ottawa,Other/Unaffiliated,2616,16.487048591416148
2017,oklahoma,Ottawa,Republican,5661,35.67782189449801
2017,oklahoma,Pawnee,Democratic,3347,39.320958646616546
2017,oklahoma,Pawnee,Other/Unaffiliated,1105,12.981672932330826
2017,oklahoma,Pawnee,Republican,4060,47.69736842105263
2017,oklahoma,Payne,Democratic,12698,33.493353028064995
2017,oklahoma,Payne,Other/Unaffiliated,6151,16.224414433424773
2017,oklahoma,Payne,Republican,19063,50.28223253851023
2017,oklahoma,Pittsburg,Democratic,14168,55.75538152768487
2017,oklahoma,Pittsburg,Other/Unaffiliated,3866,15.2138837511314
2017,oklahoma,Pittsburg,Republican,7377,29.030734721183737
2017,oklahoma,Pontotoc,Democratic,9963,47.998265645324466
2017,oklahoma,Pontotoc,Other/Unaffiliated,2894,13.942284530519824
2017,oklahoma,Pontotoc,Republican,7900,38.059449824155706
2017,oklahoma,Pottawatomie,Democratic,13700,37.712995843312136
2017,oklahoma,Pottawatomie,Other/Unaffiliated,5701,15.693561262972445
2017,oklahoma,Pottawatomie,Republican,16926,46.59344289371542
2017,oklahoma,Pushmataha,Democratic,4608,68.32740213523132
2017,oklahoma,Pushmataha,Other/Unaffiliated,692,10.26097271648873
2017,oklahoma,Pushmataha,Republican,1444,21.411625148279953
2017,oklahoma,Roger Mills,Democratic,1129,49.60456942003515
2017,oklahoma,Roger Mills,Other/Unaffiliated,177,7.7768014059753945
2017,oklahoma,Roger Mills,Republican,970,42.618629173989454
2017,oklahoma,Rogers,Democratic,15136,28.58167947580112
2017,oklahoma,Rogers,Other/Unaffiliated,7041,13.29569273183904
2017,oklahoma,Rogers,Republican,30780,58.122627792359836
2017,oklahoma,Seminole,Democratic,5948,52.09318619723244
2017,oklahoma,Seminole,Other/Unaffiliated,1489,13.04081275179541
2017,oklahoma,Seminole,Republican,3981,34.86600105097215
2017,oklahoma,Sequoyah,Democratic,11318,55.04863813229572
2017,oklahoma,Sequoyah,Other/Unaffiliated,2292,11.14785992217899
2017,oklahoma,Sequoyah,Republican,6950,33.80350194552529
2017,oklahoma,Stephens,Democratic,9506,37.524177949709866
2017,oklahoma,Stephens,Other/Unaffiliated,3186,12.576481269490388
2017,oklahoma,Stephens,Republican,12641,49.89934078079975
2017,oklahoma,Texas,Democratic,1924,22.51345658787737
2017,oklahoma,Texas,Other/Unaffiliated,1435,16.791481394804585
2017,oklahoma,Texas,Republican,5187,60.695062017318044
2017,oklahoma,Tillman,Democratic,2050,52.07010414020829
2017,oklahoma,Tillman,Other/Unaffiliated,429,10.896621793243586
2017,oklahoma,Tillman,Republican,1458,37.03327406654813
2017,oklahoma,Tulsa,Democratic,112165,33.64963459853839
2017,oklahoma,Tulsa,Other/Unaffiliated,51510,15.453061812247249
2017,oklahoma,Tulsa,Republican,169657,50.89730358921436
2017,oklahoma,Wagoner,Democratic,12391,31.27224087020165
2017,oklahoma,Wagoner,Other/Unaffiliated,4823,12.172223203694823
2017,oklahoma,Wagoner,Republican,22409,56.55553592610353
2017,oklahoma,Washington,Democratic,7636,25.32334018703986
2017,oklahoma,Washington,Other/Unaffiliated,4899,16.246600782649068
2017,oklahoma,Washington,Republican,17619,58.430059030311064
2017,oklahoma,Washita,Democratic,2716,42.852634900599554
2017,oklahoma,Washita,Other/Unaffiliated,787,12.417166298516882
2017,oklahoma,Washita,Republican,2835,44.73019880088356
2017,oklahoma,Woods,Democratic,1150,24.598930481283425
2017,oklahoma,Woods,Other/Unaffiliated,514,10.994652406417112
2017,oklahoma,Woods,Republican,3011,64.40641711229947
2017,oklahoma,Woodward,Democratic,2433,23.122980421973008
2017,oklahoma,Woodward,Other/Unaffiliated,1560,14.826078692263827
2017,oklahoma,Woodward,Republican,6529,62.05094088576316
2017,oregon,Baker,Democratic,2125,18.314229078686548
2017,oregon,Baker,Other/Unaffiliated,4099,35.32707058519348
2017,oregon,Baker,Republican,5379,46.358700336119966
2017,oregon,Benton,Democratic,24303,43.274572649572654
2017,oregon,Benton,Other/Unaffiliated,18634,33.18019943019943
2017,oregon,Benton,Republican,13223,23.54522792022792
2017,oregon,Clackamas,Democratic,97961,34.64273715851826
2017,oregon,Clackamas,Other/Unaffiliated,102121,36.1138714525683
2017,oregon,Clackamas,Republican,82693,29.243391388913448
2017,oregon,Clatsop,Democratic,9570,35.44575725026853
2017,oregon,Clatsop,Other/Unaffiliated,10739,39.77554724249046
2017,oregon,Clatsop,Republican,6690,24.778695507241007
2017,oregon,Columbia,Democratic,12368,33.72968255699792
2017,oregon,Columbia,Other/Unaffiliated,14360,39.1622122831897
2017,oregon,Columbia,Republican,9940,27.108105159812368
2017,oregon,Coos,Democratic,12464,28.977959639170464
2017,oregon,Coos,Other/Unaffiliated,17200,39.98884032363061
2017,oregon,Coos,Republican,13348,31.03320003719892
2017,oregon,Crook,Democratic,3406,20.636170857315964
2017,oregon,Crook,Other/Unaffiliated,6265,37.95819448651924
2017,oregon,Crook,Republican,6834,41.4056346561648
2017,oregon,Curry,Democratic,4353,26.237116508950635
2017,oregon,Curry,Other/Unaffiliated,6642,40.033753239708275
2017,oregon,Curry,Republican,5596,33.72913025134109
2017,oregon,Deschutes,Democratic,39400,30.18902621234992
2017,oregon,Deschutes,Other/Unaffiliated,49743,38.11402870256147
2017,oregon,Deschutes,Republican,41368,31.69694508508861
2017,oregon,Douglas,Democratic,17482,23.375407819436273
2017,oregon,Douglas,Other/Unaffiliated,28374,37.93924158955983
2017,oregon,Douglas,Republican,28932,38.6853505910039
2017,oregon,Gilliam,Democratic,294,22.171945701357465
2017,oregon,Gilliam,Other/Unaffiliated,456,34.38914027149321
2017,oregon,Gilliam,Republican,576,43.43891402714932
2017,oregon,Grant,Democratic,982,19.1796875
2017,oregon,Grant,Other/Unaffiliated,1663,32.48046875
2017,oregon,Grant,Republican,2475,48.33984375
2017,oregon,Harney,Democratic,908,18.21099077416767
2017,oregon,Harney,Other/Unaffiliated,1627,32.63136782992378
2017,oregon,Harney,Republican,2451,49.15764139590854
2017,oregon,Hood River,Democratic,5751,40.36922644952969
2017,oregon,Hood River,Other/Unaffiliated,5447,38.23529411764706
2017,oregon,Hood River,Republican,3048,21.395479432823247
2017,oregon,Jackson,Democratic,44518,29.891895521385887
2017,oregon,Jackson,Other/Unaffiliated,56854,38.1749815349493
2017,oregon,Jackson,Republican,47558,31.93312294366481
2017,oregon,Jefferson,Democratic,3310,23.845544269144874
2017,oregon,Jefferson,Other/Unaffiliated,5876,42.33124414667531
2017,oregon,Jefferson,Republican,4695,33.823211584179816
2017,oregon,Josephine,Democratic,14661,23.429859046888485
2017,oregon,Josephine,Other/Unaffiliated,25385,40.56796752644868
2017,oregon,Josephine,Republican,22528,36.00217342666283
2017,oregon,Klamath,Democratic,8620,19.6082891653966
2017,oregon,Klamath,Other/Unaffiliated,17454,39.70337344464412
2017,oregon,Klamath,Republican,17887,40.68833738995929
2017,oregon,Lake,Democratic,781,15.670144462279293
2017,oregon,Lake,Other/Unaffiliated,1683,33.76805778491171
2017,oregon,Lake,Republican,2520,50.56179775280899
2017,oregon,Lane,Democratic,99732,40.429870398371975
2017,oregon,Lane,Other/Unaffiliated,87575,35.50160329821347
2017,oregon,Lane,Republican,59372,24.068526303414558
2017,oregon,Lincoln,Democratic,12606,36.60172468859789
2017,oregon,Lincoln,Other/Unaffiliated,14009,40.67535785836648
2017,oregon,Lincoln,Republican,7826,22.722917453035627
2017,oregon,Linn,Democratic,22179,26.62289335958131
2017,oregon,Linn,Other/Unaffiliated,33082,39.71047198348298
2017,oregon,Linn,Republican,28047,33.666634656935706
2017,oregon,Malheur,Democratic,2509,16.668881211799096
2017,oregon,Malheur,Other/Unaffiliated,6516,43.28992824873771
2017,oregon,Malheur,Republican,6027,40.041190539463194
2017,oregon,Marion,Democratic,59644,30.737041732372738
2017,oregon,Marion,Other/Unaffiliated,75828,39.07733217896787
2017,oregon,Marion,Republican,58574,30.18562608865939
2017,oregon,Morrow,Democratic,1250,20.99781622711238
2017,oregon,Morrow,Other/Unaffiliated,2644,44.41458088358811
2017,oregon,Morrow,Republican,2059,34.58760288929951
2017,oregon,Multnomah,Democratic,269305,51.96380160345776
2017,oregon,Multnomah,Other/Unaffiliated,184764,35.6511755795892
2017,oregon,Multnomah,Republican,64186,12.385022816953043
2017,oregon,Polk,Democratic,16509,30.621556952868513
2017,oregon,Polk,Other/Unaffiliated,19551,36.26398085804908
2017,oregon,Polk,Republican,17853,33.11446218908241
2017,oregon,Sherman,Democratic,295,22.264150943396228
2017,oregon,Sherman,Other/Unaffiliated,419,31.62264150943396
2017,oregon,Sherman,Republican,611,46.11320754716981
2017,oregon,Tillamook,Democratic,6145,33.516963019526564
2017,oregon,Tillamook,Other/Unaffiliated,6908,37.6786298680048
2017,oregon,Tillamook,Republican,5281,28.80440711246864
2017,oregon,Umatilla,Democratic,9011,21.368271282902537
2017,oregon,Umatilla,Other/Unaffiliated,19049,45.171923168129005
2017,oregon,Umatilla,Republican,14110,33.45980554896846
2017,oregon,Union,Democratic,3826,22.07350141348872
2017,oregon,Union,Other/Unaffiliated,6127,35.348756706859746
2017,oregon,Union,Republican,7380,42.57774187965153
2017,oregon,Wallowa,Democratic,1218,22.706935123042506
2017,oregon,Wallowa,Other/Unaffiliated,1596,29.753914988814316
2017,oregon,Wallowa,Republican,2550,47.53914988814318
2017,oregon,Wasco,Democratic,5229,31.13055902839793
2017,oregon,Wasco,Other/Unaffiliated,6939,41.31094838363993
2017,oregon,Wasco,Republican,4629,27.558492587962135
2017,oregon,Washington,Democratic,130583,37.83139371499924
2017,oregon,Washington,Other/Unaffiliated,130391,37.77576911154182
2017,oregon,Washington,Republican,84197,24.392837173458954
2017,oregon,Wheeler,Democratic,225,22.233201581027668
2017,oregon,Wheeler,Other/Unaffiliated,331,32.70750988142292
2017,oregon,Wheeler,Republican,456,45.059288537549406
2017,oregon,Yamhill,Democratic,19222,29.199453136867685
2017,oregon,Yamhill,Other/Unaffiliated,25173,38.239404526811484
2017,oregon,Yamhill,Republican,21435,32.56114233632083
2017,pennsylvania,Adams,Democratic,19164,29.381372173246454
2017,pennsylvania,Adams,Other/Unaffiliated,10375,15.906477577615947
2017,pennsylvania,Adams,Republican,35686,54.7121502491376
2017,pennsylvania,Allegheny,Democratic,536248,58.17015797392449
2017,pennsylvania,Allegheny,Other/Unaffiliated,127273,13.806094411196481
2017,pennsylvania,Allegheny,Republican,258340,28.023747614879035
2017,pennsylvania,Armstrong,Democratic,14742,35.89481373265157
2017,pennsylvania,Armstrong,Other/Unaffiliated,4556,11.093255417579742
2017,pennsylvania,Armstrong,Republican,21772,53.01193084976868
2017,pennsylvania,Beaver,Democratic,55600,51.04148497672839
2017,pennsylvania,Beaver,Other/Unaffiliated,13230,12.145302989966126
2017,pennsylvania,Beaver,Republican,40101,36.81321203330549
2017,pennsylvania,Bedford,Democratic,8110,25.944527975942925
2017,pennsylvania,Bedford,Other/Unaffiliated,2921,9.344508781470937
2017,pennsylvania,Bedford,Republican,20228,64.71096324258613
2017,pennsylvania,Berks,Democratic,113524,45.5051608377593
2017,pennsylvania,Berks,Other/Unaffiliated,37612,15.076460567191102
2017,pennsylvania,Berks,Republican,98339,39.4183785950496
2017,pennsylvania,Blair,Democratic,22593,30.02830978614814
2017,pennsylvania,Blair,Other/Unaffiliated,9185,12.20776459017265
2017,pennsylvania,Blair,Republican,43461,57.763925623679214
2017,pennsylvania,Bradford,Democratic,9751,27.083854123267503
2017,pennsylvania,Bradford,Other/Unaffiliated,4564,12.676721384329085
2017,pennsylvania,Bradford,Republican,21688,60.239424492403415
2017,pennsylvania,Bucks,Democratic,190414,42.66263373102559
2017,pennsylvania,Bucks,Other/Unaffiliated,72402,16.22181146025878
2017,pennsylvania,Bucks,Republican,183509,41.11555480871562
2017,pennsylvania,Butler,Democratic,39802,31.83090481598183
2017,pennsylvania,Butler,Other/Unaffiliated,17064,13.646614737448218
2017,pennsylvania,Butler,Republican,68176,54.52248044656996
2017,pennsylvania,Cambria,Democratic,42151,50.98089017900339
2017,pennsylvania,Cambria,Other/Unaffiliated,8339,10.085873246250605
2017,pennsylvania,Cambria,Republican,32190,38.93323657474601
2017,pennsylvania,Cameron,Democratic,1064,36.35121284591732
2017,pennsylvania,Cameron,Other/Unaffiliated,341,11.650153741031772
2017,pennsylvania,Cameron,Republican,1522,51.99863341305091
2017,pennsylvania,Carbon,Democratic,18149,42.70151992847395
2017,pennsylvania,Carbon,Other/Unaffiliated,6325,14.881652628111619
2017,pennsylvania,Carbon,Republican,18028,42.41682744341443
2017,pennsylvania,Centre,Democratic,44384,41.15383545512707
2017,pennsylvania,Centre,Other/Unaffiliated,20118,18.65385863568508
2017,pennsylvania,Centre,Republican,43347,40.192305909187844
2017,pennsylvania,Chester,Democratic,133596,38.664305063554906
2017,pennsylvania,Chester,Other/Unaffiliated,60668,17.55805607649742
2017,pennsylvania,Chester,Republican,151264,43.77763885994768
2017,pennsylvania,Clarion,Democratic,7458,32.88504784161559
2017,pennsylvania,Clarion,Other/Unaffiliated,2551,11.248291370871732
2017,pennsylvania,Clarion,Republican,12670,55.86666078751268
2017,pennsylvania,Clearfield,Democratic,17444,37.49785038693035
2017,pennsylvania,Clearfield,Other/Unaffiliated,5293,11.377901977644024
2017,pennsylvania,Clearfield,Republican,23783,51.124247635425625
2017,pennsylvania,Clinton,Democratic,8947,40.31451358536475
2017,pennsylvania,Clinton,Other/Unaffiliated,2957,13.324021087730365
2017,pennsylvania,Clinton,Republican,10289,46.361465326904884
2017,pennsylvania,Columbia,Democratic,14696,38.37576707141925
2017,pennsylvania,Columbia,Other/Unaffiliated,5862,15.307481394437916
2017,pennsylvania,Columbia,Republican,17737,46.31675153414284
2017,pennsylvania,Crawford,Democratic,18594,35.71716706045064
2017,pennsylvania,Crawford,Other/Unaffiliated,6274,12.051710559173245
2017,pennsylvania,Crawford,Republican,27191,52.231122380376114
2017,pennsylvania,Cumberland,Democratic,55739,33.262915420926056
2017,pennsylvania,Cumberland,Other/Unaffiliated,26589,15.86730400845015
2017,pennsylvania,Cumberland,Republican,85243,50.86978057062379
2017,pennsylvania,Dauphin,Democratic,81816,45.108752584424536
2017,pennsylvania,Dauphin,Other/Unaffiliated,25734,14.188283942108889
2017,pennsylvania,Dauphin,Republican,73825,40.702963473466575
2017,pennsylvania,Delaware,Democratic,180023,45.811692194939475
2017,pennsylvania,Delaware,Other/Unaffiliated,49536,12.605766955158629
2017,pennsylvania,Delaware,Republican,163404,41.5825408499019
2017,pennsylvania,Elk,Democratic,8794,45.86419109210389
2017,pennsylvania,Elk,Other/Unaffiliated,2118,11.046208407218108
2017,pennsylvania,Elk,Republican,8262,43.089600500677996
2017,pennsylvania,Erie,Democratic,96710,50.94960882964992
2017,pennsylvania,Erie,Other/Unaffiliated,25618,13.49629902800095
2017,pennsylvania,Erie,Republican,67487,35.554092142349134
2017,pennsylvania,Fayette,Democratic,44017,56.97624749207171
2017,pennsylvania,Fayette,Other/Unaffiliated,6899,8.930166332276228
2017,pennsylvania,Fayette,Republican,26339,34.093586175652064
2017,pennsylvania,Forest,Democratic,1258,37.675950883498054
2017,pennsylvania,Forest,Other/Unaffiliated,327,9.793351302785265
2017,pennsylvania,Forest,Republican,1754,52.530697813716685
2017,pennsylvania,Franklin,Democratic,23797,26.234731225470743
2017,pennsylvania,Franklin,Other/Unaffiliated,13072,14.411077302994224
2017,pennsylvania,Franklin,Republican,53839,59.35419147153503
2017,pennsylvania,Fulton,Democratic,2384,26.418439716312058
2017,pennsylvania,Fulton,Other/Unaffiliated,921,10.206117021276597
2017,pennsylvania,Fulton,Republican,5719,63.375443262411345
2017,pennsylvania,Greene,Democratic,11659,53.80000922892345
2017,pennsylvania,Greene,Other/Unaffiliated,1974,9.108947441280975
2017,pennsylvania,Greene,Republican,8038,37.09104332979558
2017,pennsylvania,Huntingdon,Democratic,9074,30.539849219170705
2017,pennsylvania,Huntingdon,Other/Unaffiliated,3154,10.615239633817986
2017,pennsylvania,Huntingdon,Republican,17484,58.84491114701132
2017,pennsylvania,Indiana,Democratic,19973,39.2504814683803
2017,pennsylvania,Indiana,Other/Unaffiliated,6826,13.414298628306408
2017,pennsylvania,Indiana,Republican,24087,47.33521990331329
2017,pennsylvania,Jefferson,Democratic,9244,31.120387826555344
2017,pennsylvania,Jefferson,Other/Unaffiliated,3394,11.426070562887153
2017,pennsylvania,Jefferson,Republican,17066,57.4535416105575
2017,pennsylvania,Juniata,Democratic,3809,28.00735294117647
2017,pennsylvania,Juniata,Other/Unaffiliated,1399,10.286764705882353
2017,pennsylvania,Juniata,Republican,8392,61.705882352941174
2017,pennsylvania,Lackwanna,Democratic,86284,60.971197603097885
2017,pennsylvania,Lackwanna,Other/Unaffiliated,13658,9.651205517397326
2017,pennsylvania,Lackwanna,Republican,41574,29.377596879504793
2017,pennsylvania,Lancaster,Democratic,102234,31.844034811210854
2017,pennsylvania,Lancaster,Other/Unaffiliated,50884,15.849442136017892
2017,pennsylvania,Lancaster,Republican,167928,52.30652305277126
2017,pennsylvania,Lawrence,Democratic,25644,47.26307641269491
2017,pennsylvania,Lawrence,Other/Unaffiliated,5885,10.846326808949833
2017,pennsylvania,Lawrence,Republican,22729,41.89059677835527
2017,pennsylvania,Lebanon,Democratic,25836,30.789765346617248
2017,pennsylvania,Lebanon,Other/Unaffiliated,11950,14.241279450846731
2017,pennsylvania,Lebanon,Republican,46125,54.968955202536016
2017,pennsylvania,Lehigh,Democratic,109883,48.50340106026564
2017,pennsylvania,Lehigh,Other/Unaffiliated,38439,16.96734011044066
2017,pennsylvania,Lehigh,Republican,78225,34.5292588292937
2017,pennsylvania,Luzerne,Democratic,106556,52.04022328906949
2017,pennsylvania,Luzerne,Other/Unaffiliated,23799,11.623045854354185
2017,pennsylvania,Luzerne,Republican,74402,36.33673085657633
2017,pennsylvania,Lycoming,Democratic,21161,31.39055361063312
2017,pennsylvania,Lycoming,Other/Unaffiliated,8824,13.089657627722067
2017,pennsylvania,Lycoming,Republican,37427,55.519788761644804
2017,pennsylvania,Mckean,Democratic,6776,28.57745350259373
2017,pennsylvania,Mckean,Other/Unaffiliated,3271,13.795284888870144
2017,pennsylvania,Mckean,Republican,13664,57.62726160853612
